word,meaning,Tag1,Tag2,Tag3
再帰的,再帰的（さいきてき）とは、**自分自身を呼び出す（参照する）仕組みや考え方**のことです。／プログラミングでの再帰的：①関数や処理が、自分自身を繰り返し呼び出すことを「再帰」といいます。②主に、同じパターンの繰り返しや分割処理に使われます。,プログラミング,,
九州DC,九州DC（KyushuDistributionCenter）は、アズワン株式会社が福岡県古賀市に開設した最新の物流センターです。2025年6月16日から本格稼働を開始しました[1](https://companydata.tsujigawa.com/press-20250604-002/)[2](https://prtimes.jp/main/html/rd/p/000000017.000085591.html)。このセンターは、最新のマテリアルハンドリングシステム「PopPick」を導入しており、作業効率が従来比で約37％向上しています[1](https://companydata.tsujigawa.com/press-20250604-002/)[2](https://prtimes.jp/main/html/rd/p/000000017.000085591.html)。AGV（自動搬送ロボット）を使用して商品を高層棚から自動搬送し、定点でのピッキング作業を実現する「GoodtoPerson（定点作業）」方式を採用しています[1](https://companydata.tsujigawa.com/press-20250604-002/)[2](https://prtimes.jp/main/html/rd/p/000000017.000085591.html)。九州DCの開設により、九州エリアの物流体制が強化され、安定した商品供給と顧客満足度の向上が期待されています[1](https://companydata.tsujigawa.com/press-20250604-002/)[2](https://prtimes.jp/main/html/rd/p/000000017.000085591.html)。,インフラ,,
キャスト（型変換）,キャスト（cast）とはプログラミングで出てくる用語のひとつであり、変数の型を別の型へ変換することです。,Java(J2SE),,
ディスティンクト,ディスティンクト（DISTINCT）とは、SQLのSELECT文で使用されるコマンドで、重複するデータを取り除き、ユニークなデータだけを返すための構文です。具体的には、同じ値を持つ複数のレコードがある場合に、これを1つにまとめる機能を持っています。,DB,,
NFSマウント,NFSマウントとは、ネットワークを介して別のコンピュータの外部記憶装置上のファイルシステムをマウントすることで、そこに保存されているディレクトリやファイルをあたかも手元にあるかのように扱うことができる技術です。NFSはネットワーク上でファイルを共有するためのプロトコルであり、異なるマシン間でディレクトリやファイルを共有し、まるでローカルディスクのようにアクセスできます,network,,
BIOS（バイオス）,BIOS（バイオス）とは、OSが動き出す前のお仕事をやってくれるプログラム。もう少し具体的に書くと、パソコンさんの電源が入って最初に動く、主にハードウェアを制御するプログラムです。,network,,
ノード,「Networkのノード」とは、**ネットワーク上で通信やデータのやり取りを行う機器や装置のこと**を指します。,network,,
バイト（Byte）,"バイト（Byte）とは、0か1が入る箱（ビット）が8つ入る大きさの箱のこと。あるいは、ビットが8つ入る大きさの箱の数を表す単位です。もう少しサクっと書くと、（基本的には）「1バイト＝8ビット」な単位です。
",開発,,
データ長,データ長（読：データチョウ英：datalength）とは、データの大きさです。,開発,,
ペンディング,「ペンディング」とは、ビジネス用語では「保留」「先送り」することを意味しています。その他にも未解決、未決定などの意味もあります。,IT全般,,
OSS(オープンソフトウェア),OSS（オープンソースソフトウェア）とは、ユーザーにソースコードを無償で公開し、再使用や改変、再配布を可能としたソフトウェアのことです。企業でも個人でもシステム開発の際にさまざまなメリットがあることから近年注目を集めています。,開発,,
AIX（AdvancedInteractiveExecutive）,AIX（AdvancedInteractiveExecutive）とは、米IBM社のオペレーティングシステム(OS)製品で、正規の認証を受けたUNIXの一つ。同社のPOWER/PowerPC系プロセッサを搭載した業務用コンピュータで動作し、高い信頼性や拡張性により、主に企業などの基幹系システムで用いられる。,IBM,,
スキーマ,スキーマ（英：schema）とは、何かの「構造」を指す用語だけど、分かりやすく説明できないや。ごめんね。です。,DB,,
NULLポインタ,NULLポインタは、ポインタが有効なメモリアドレスを指していないことを示す特別な値です。,Java(J2SE),,
FMEA,故障モード影響解析／・FMEA（故障モード影響解析）とは、製品や製造プロセスにおける潜在的な故障モードを特定し、それが引き起こす影響を評価するリスク管理手法です。FMEAは、製品の設計段階でリスクを予測し、事前に問題点を洗い出して対策を講じることで、未然に被害を防ぐことを目的としています。1950年代にアメリカの海軍で導入され、その後、航空産業や自動車産業などさまざまな分野に広がりました。,開発,,
トレース,トレースとは、ITにおいてプログラムの実行経路や変数の状態を把握し、コードがどのように動いているかを「追跡」することを指します。,開発,,
コールスタック,関数呼び出し履歴,開発,,
API (Application Programming Interface),■APIとは<br>ソフトウェアの機能やデータを、他の外部のソフトウェアから利用するための窓口や規約のことです。<br>■意味合い:<br> 「アプリケーション（機能やデータを提供する側）」と「プログラミング（それを利用したい側）」を「インターフェース（繋ぐ接点）」でつなぐものです。<br>■例え: <br>レストランのウェイターに似ています。ウェイター（API）は、客（利用するソフトウェア）から注文（リクエスト）を受け取り、キッチン（提供元のソフトウェア）に伝え、結果（データや処理結果）を客に戻します。客はキッチン内部の仕組みを知る必要はありません。<br>■主な用途:<br>①Web API（天気予報データ、地図情報、SNS投稿機能など）<br>②OS API（PCのカメラやファイルシステムを操作する機能）,"開発,窓口・規約",,
スニペット,■スニペットとは<br>再利用可能な小さなコードの断片（かけら） のことです。<br>■意味合い: <br>プログラムの中で頻繁に利用される、定型的な処理や構文をまとめた短いコードブロックを指します。<br>■効率化:<br>これを登録しておくことで、開発者は毎回同じコードを手入力する手間を省き、タイプ量を減らし、入力ミスを防ぐことができます。<br>■主な用途:<br>①繰り返し処理の基本構文（for ループ、while ループ）<br>②条件分岐の基本構文（if/else）<br>③HTMLの定型的なタグ構成 (<div>、<table> など)<br>④関数やクラスを定義する際の初期テンプレート<br>多くの高機能なテキストエディタやIDE（IntelliJ IDEAなど）には、スニペットを登録・呼び出しするための機能が搭載されています。,"開発,コード断片",,
コマンドライン,コマンドラインとは、**文字（コマンド）を入力してパソコンやシステムを操作する方法**です。／詳しい説明：①画面に表示される「黒いウィンドウ」（コマンドプロンプトやターミナルなど）に、キーボードで命令文（コマンド）を入力して実行します。②ファイルの操作、プログラムの実行、システム設定などを、マウスを使わずに効率よく行うことができます。／例：①Windowsの場合：`cmd`や`PowerShell`②MacやLinuxの場合：`ターミナル`／コマンド例：dir//フォルダやファイル一覧を表示（Windows）／ls//フォルダやファイル一覧を表示（Mac/Linux）／cd//フォルダの移動／まとめ：コマンドラインは、文字入力でパソコンを操作するためのインターフェースです。,開発,,
フレームワーク,フレームワークとは、**アプリケーション開発を効率化するための「土台」や「枠組み」**のことです。／詳しい説明：①よく使う機能や構造があらかじめ用意されており、開発者はその枠組みに沿って自分の処理や機能を追加していきます。②例：Webアプリ開発なら「Spring（Java）」「React（JavaScript）」「Vue.js」などが有名です。③フレームワークを使うことで、開発の手間やミスを減らし、保守性や再利用性を高めることができます／まとめ：フレームワーク＝開発のための便利な「ひな型」や「道具箱」。自分で一から全部作るのではなく、用意された仕組みを活用して効率よく開発するためのものです。,開発,,
Docker(ドッカー),Dockerとは、**アプリケーションやその実行環境を「コンテナ」と呼ばれる単位でまとめて管理・実行できる仮想化技術です。／詳しい説明：①コンテナは、アプリ本体・ライブラリ・設定などをひとまとめにして、どこでも同じ動作環境を再現できます。②開発環境・テスト環境・本番環境で「動作が違う」問題を減らせます。③軽量で起動が速く、複数のアプリを同じサーバー上で独立して動かせます。／まとめ：Dockerは、**アプリとその環境をまとめてパッケージ化し、どこでも同じように動かせる技術**です。開発や運用の効率化に広く使われています。,開発,,
MongoDB,MongoDB（モンゴ・ディービー）とは、NoSQL（Not only SQL）データベースの一つで、特に**ドキュメント指向（Document-Oriented）**のデータベースとして広く使われています。／従来のデータベース（RDBMS）とは異なり、柔軟でスケーラブルなデータ管理を特徴としています。,DB,,
GitGraph,GitGraphとは、**Gitのリポジトリの履歴（コミットの流れやブランチ構成）をグラフィカルに可視化できるツールや拡張機能**のことです。／主な特徴：①コミット履歴やブランチの分岐・統合の流れを「グラフ（線や点）」で表示します。②どのブランチでどんな作業が行われたか、マージやリベースの状況などが一目で分かります。③VisualStudioCodeの拡張機能「GitGraph」が有名です。／例：VSCodeのGitGraph拡張→①サイドバーから「GitGraph」を開くと、リポジトリの履歴がグラフィカルに表示されます。②コミットの詳細確認や、ブランチの切り替え・作成・マージなども直感的に操作できます。／まとめ：GitGraphは、Gitの履歴やブランチ構成をグラフィカルに見やすく表示・操作できるツールです。,"Git,vscode,拡張機能",,
コンバージョン,コンバージョン（英：conversion）とは「任務完了（－－）☆」のこと。／もう少し具体的に書くと、インターネット上で目にする広告（Web広告）の話とかで出てくる用語のひとつであり、「こうなったら目的は達成だね！」な「目指している成果」のことです。,IT全般,,
A.I,「A.I」とは、アクションアイテム（ActionItems）を指しています,その他,,
矢羽根スケジュール,矢羽根スケジュールとは、タスクを矢印（矢羽根）で示し、プロジェクトの全体像を視覚的に把握するためのツールです。プロジェクトマネジメントにおいて非常に有効で、特に複雑なプロジェクトの進行状況を一目で理解できるようにするために用いられます。主な特徴としては、以下のような点が挙げられます。期限の設定：各タスクには明確な期限が設定されるため、プロジェクト全体の進行状況を把握しやすくなります。,その他,,
お膳立て,物事が円滑に進むようにあらかじめ準備や手配を整えること,その他,,
ハンドシェイク,ハンドシェイクは、二つのデバイスやシステムが互いに接続するために行う一連の手続き,network,,
PT、IT、ST,PT：PenetrationTesting（ペネトレーションテスト、セキュリティ診断）／IT：InformationTechnology（情報技術）／ST：SystemTest（システムテスト）／この場合は、システム開発やセキュリティ関連の用語です。,開発工程用語,,
片肺,システム的な文脈における「片肺（かたはい）」の意味は、航空機など機械の比喩から来ており、主に**「冗長化（二重化）されているシステムの一部が停止し、残りの片方だけで運用している状態」**を指します。／この状態は、システム運用上、リスクが高まっている状態を意味します。,network,,
Oracle,オラクル社が開発・提供する**リレーショナル・データベース管理システム（RDBMS）**の名称です。文脈によっては、単に「Oracle」と言うとこのデータベース製品を指すことが非常に多いです。,DB,,
ミドルウェア,ミドルウェアとは、OS（オペレーティングシステム）とアプリケーションソフトウェアの間に位置し、両者の橋渡しをするソフトウェアです。アプリケーション開発において、共通して必要となる機能（データベース接続、通信制御、トランザクション処理など）を提供し、開発効率を向上させる役割を担います,network,,
APサーバー,APサーバー（アプリケーションサーバー）とは、Webシステムにおいて、Webサーバーとデータベースの中間に位置し、動的な処理とビジネスロジックを実行するためのサーバーです。,network,,
Webサーバー,Webサーバーとは、クライアント（Webブラウザなど）からのリクエストを受け付け、Webページなどのコンテンツを配信する役割を持つソフトウェア、またはそのソフトウェアが稼働するコンピューターを指します。主な役割は、静的なコンテンツ（HTMLファイル、画像、CSSなど）をクライアントに返すことです。動的な処理が必要な場合は、APサーバーと連携します。,network,,
向き先,「向き先（むきさき）」という言葉は、非常に簡潔に言えば「データの送信先、接続先、または処理の依頼先」を意味します。特にシステム間連携や設定の話でよく使われる、抽象的な接続先を示す言葉です。<br>■主な使われ方:<br>①接続先・通信先（ネットワーク/サーバー）<br>②データの処理先・依頼先（アプリケーション）<br>③システムの連携フロー（設計）,network,,
向き先,「向き先（むきさき）」という言葉は、非常に簡潔に言えば「データの送信先、接続先、または処理の依頼先」を意味します。特にシステム間連携や設定の話でよく使われる、抽象的な接続先を示す言葉です。<br>■主な使われ方:<br>①接続先・通信先（ネットワーク/サーバー）<br>②データの処理先・依頼先（アプリケーション）<br>③システムの連携フロー（設計）,network,,
お作法,IT、特にシステム開発や運用における「お作法（おさほう）」とは、明文化されたルール（規約）や、経験に基づいた暗黙の了解として、チームや業界内で共有されている「守るべき慣習・やり方」のことです。,IT全般,,
エスカレーション,IT分野における「エスカレーション（Escalation）」とは、担当者や現場レベルで解決できない問題を、より上位の権限や専門知識を持つ部署・担当者に引き継ぐプロセスを指します。,IT全般,,
Kotlin,Kotlin（コトリン）は、JetBrains社によって開発された静的型付けのプログラミング言語です。特にAndroidアプリ開発でJavaに代わる主要言語としてGoogleに公式に推奨されており、サーバーサイド開発など幅広い分野で人気を集めています。,"PayPayカード株式会社,Java,言語",,
Vue.js（ビュー・ジェイエス）,■Vue.jsとは<br>Vue.js（ビュー・ジェイエス）は、ユーザーインターフェース（UI）を構築するためのJavaScriptフレームワークです。学習コストが低く、シンプルで高性能であることから、世界中で人気を集めています。,"PayPayカード株式会社,JavaScript,フレームワーク",,
SpringBoot,SpringBoot（スプリング・ブート）は、Java（およびKotlin）でWebアプリケーションやマイクロサービスを簡単に、迅速に作成するためのフレームワークです。基盤となるSpringFrameworkの複雑な設定を自動化し、「設定より規約」の思想で、すぐにビジネスロジックの開発に集中できるようにします。,"PayPayカード株式会社,Java,フレームワーク",,
PayPayカード株式会社,PayPayグループのクレジットカード・金融事業を担う中核企業です。,PayPayカード株式会社,,
BIPROGY株式会社（ビプロジー）,事業内容:システムインテグレーション（SI）、クラウドサービス、データセンター運営など、幅広いITサービスを提供しています。,,,
環境変数,「環境変数（かんきょうへんすう）」とは、オペレーティングシステム（OS）や、その上で動作するプログラムの動作環境を設定するための、大域的な（システム全体で共有される）設定値のことです。簡単に言えば、**プログラムが外部から情報を取得し、その振る舞いを決定するための「システム全体のメモ帳」**のようなものです。,開発,,
ネットワークセグメント,ネットワークセグメント:ネットワーク全体をルーターやスイッチなどで区切った、論理的または物理的なひとまとまりの区間です。この区間内では、データが直接通信できます。,network,,
TCPセグメント,TCPセグメント:ネットワークプロトコルの一つであるTCP（TransmissionControlProtocol）において、送信するデータを小さく区切ったひとまとまりの単位です。,network,,
メモリセグメント,メモリセグメント:コンピュータのメモリ管理において、メモリ空間を論理的に区切った領域です。古いOSや一部のアーキテクチャで使われました。,network,,
コードセグメント,コードセグメント/データセグメント:プログラムの実行ファイルにおいて、実行される機械語コードの部分（コードセグメント）や、プログラムが扱う静的なデータや定数が格納される部分（データセグメント）を指します。,programing,,
セキュリティスイッチ,「セキュリティスイッチ」とは、ネットワークの基本的な接続機能（スイッチング）に、セキュリティ機能やアクセス制御機能を統合したネットワーク機器のことです。通常のスイッチングハブが単にデータを効率よく転送することに特化しているのに対し、セキュリティスイッチは不正な通信や機器の接続を検知・遮断することで、ネットワーク内部のセキュリティを高める役割を担います。,network,,
ファイアウォール,ネットワークのセキュリティを維持するためのシステムまたは機器のことで、主に外部ネットワーク（インターネット）と内部ネットワーク（あなたの自宅や会社のネットワーク）の境界に設置されます。その役割は、**「火の壁（Firewall）」**という名前の通り、許可されていない不正な通信（トラフィック）の侵入や流出を防ぐことです。,network,,
パケットフィルタ,パケットフィルタとは、データ通信の最小単位であるパケットを、設定されたルールに基づいて検査し、通過させるか破棄するかを決定する仕組みや機能のことです。,network,,
フィルタリング,フィルタリングとは、「パケットフィルタ」がそのルールに基づいて実際にパケットを検査・選別する処理や行為そのものを指す、動詞的な概念です。これは、ネットワークセキュリティ以外にも広く使われる言葉です。,network,,
リプレース,システムにおける「リプレース（Replace）」とは、現在稼働している古いシステムや機器を、新しいものと入れ替える（交換する）ことを指します。これは、ITシステムのライフサイクルにおいて、老朽化や性能不足、技術的な陳腐化などに対応するために不可欠なプロセスです。／①ハードウェアリプレース:サーバー、ストレージ、ネットワーク機器（ルーター、ファイアウォールなど）の交換。②ソフトウェアリプレース:OS、データベース、アプリケーション、ミドルウェアの交換。③フルリプレース:システム全体を一度に新しいものに交換する方法。④段階的リプレース:システムの機能やセグメント（部門、機能単位）ごとに分けて、順次新しいものに置き換えていく方法。,IT全般,,
ライブラリ,ITにおける「ライブラリ（Library）」とは、汎用性の高い特定の機能や処理がまとめられ、再利用できるように部品化されたプログラムの集合体のことです。プログラミングにおける「道具箱」や「辞書」のようなものであり、開発者がゼロからコードを書く手間を省き、効率的にソフトウェアを開発するために不可欠な存在です。,開発,,
障害許容性テスト,「障害許容性テスト（Fault Tolerance Testing）」とは、システムが意図的に発生させた障害やエラー、予期せぬ入力に対して、どれだけ/**どのように正常に稼働を継続できるか（耐えられるか）**を検証するテストです。これは、システムの**信頼性（Reliability）や可用性（Availability）**を評価するための重要なテストの一つです。,テスト工程,,
疎通テスト,疎通テストとは、ネットワーク上の異なる機器やシステム間で、物理的または論理的な通信経路が確立され、データが正しく行き来できるかを最も基本的なレベルで確認するテストです。,テスト工程,,
システムテスト(負荷),システムテスト（負荷）とは、システムに想定される最大規模、またはそれ以上のアクセス負荷やデータ処理負荷をかけ、システムの安定性や限界点を検証するテストです。,テスト工程,,
システムテスト(性能),システムテスト（性能）とは、システムが特定の条件下で、期待される応答時間（ミリセック単位など）や処理能力を発揮できるかを測定・検証するテストです。これはシステムの「速さ」と「効率」を確認するテストで、通常のアクセス量や処理件数を想定して行われます。,テスト工程,,
移行手順書,移行手順書とは、現行システムから新しいシステムへの切り替え作業を、正確かつ安全に行うための一連の作業手順を詳細に記述したドキュメントです。これは、システムのリプレース（入れ替え） の際に、システム停止時間（ダウンタイム）を最小限に抑え、データ損失や混乱なく移行を成功させるための一時的かつ具体的な計画書です。,"リプレース,BEAM",,
運用手順書,運用手順書とは、システムが稼働を開始した後、そのシステムを安定的に維持・管理していくために必要な、日常的および定期的な作業の手順をまとめたドキュメントです。これは、システムのライフサイクル全体を通じて使用される恒久的なマニュアルです。,"リプレース,BEAM",,
パケットキャプチャ,パケットキャプチャとは、ネットワーク上を流れるデータ通信の最小単位である「パケット」を、途中で傍受・収集し、その内容を記録・分析することを指します。これは、ネットワークのトラブルシューティングやセキュリティ分析において不可欠な手法です。,network,,
ポート,ネットワークにおけるポートとは、コンピュータやサーバーが外部と通信する際の、アプリケーションレベルの「窓口」や「出入り口」を識別するための番号です。物理的な接続口（LANケーブルを挿す穴）ではなく、ソフトウェア（OS）によって割り当てられた論理的な番号を指します。,network,,
マウント,ITにおける「マウント（Mount）」とは、外部の記憶装置やファイルシステムを、オペレーティングシステム（OS）が認識できる状態にし、ファイルやフォルダとしてアクセス可能にすることを意味します。／簡単に言えば、**「外付けのものを、自分のシステムの一部として使えるように接続・組み込む」**行為です。,,,
OS,「OS」とは、「オペレーティングシステム（Operating System）」の略称です。これは、コンピュータを動作させるための最も基本的なソフトウェアであり、ハードウェア（CPU、メモリ、ディスクなど）と、その上で動作するアプリケーションソフトウェア（Kotlinコード、Webブラウザ、ゲームなど）の間に立って、すべての動作を管理・制御する役割を果たします。／💡 代表的なOS:①Windows②macOS③Linux (サーバーや組み込みシステムで多用)④Android (スマートフォン向け)⑤iOS (iPhone向け),"IT全般,ソフトウェア",,
サマリー,「サマリー（Summary）」とは、全体の内容を短く要約したもの、あるいはその概要を意味する言葉です。ITやビジネスの分野では、大量のデータや複雑なプロジェクト内容を、意思決定や状況把握のために短くまとめたものを指します。,business,,
マイルストーン,「マイルストーン（Milestone）」とは、**プロジェクトの進行管理において、特に重要で、達成が不可欠な「中間目標地点」**のことです。／プロジェクトの全体工程のなかで、その目標を達成したかどうかによって、プロジェクトの節目や進捗を測るための重要なチェックポイントとして使われます。,business,,
OOP（Object-Oriented Programming：オブジェクト指向プログラミング）,現実世界にある「モノ（オブジェクト）」の概念をコンピュータプログラム上で表現するという、プログラムの設計および実装の考え方です。JavaはOOPの代表的な言語です。プログラムを「手続きの連なり」として見るのではなく、「データとそのデータを操作するメソッド」を持つオブジェクトが互いに連携して動作するものとして捉えます,Java(J2SE),,
関数,Javaのようなオブジェクト指向言語では、一般的に言う「関数」のことを「メソッド（Method）」と呼びます。メソッドとは、特定の処理（手続き）のまとまりに名前をつけたものであり、データ（オブジェクト）に対して操作や動作を与える役割を持ちます。,Java(J2SE),,
トレースログ,トレースログは、システムやアプリケーションの動作を詳細に記録するログの一種です。主に、トラブルシューティングやパフォーマンス分析のために使用されます。トレースログは、エラー発生時の経緯や各処理の実行時間を追跡するための重要な情報を提供します。,システム,,
public,Javaにおける public（パブリック）は、アクセス修飾子の一つであり、**「公開されている」「どこからでもアクセス可能である」**ことを意味します。簡単に言えば、その要素（クラス、メソッド、変数など）を、プログラム内のどこからでも利用できるようにするためのキーワードです。,"Java(J2SE),文法",,
method(メソッド),Javaのメソッドは、特定の動作や機能を実行するためのコードのまとまりであり、プログラムの中で重要な要素です。methodは複数の文や式をまとめてひとまとまりにし、それに名前をつけて呼び出すことで、処理が実行されます。Javaでは「関数」という独立した概念は存在せず、すべて「メソッド」として定義されます,Java(J2SE),,
EAR形式file,J2EEサーバー上にアプリケーションをデプロイするのに適した形式です。J2EEサーバーはエンタープライズシステム向けのJavaプラットフォームのことです。,"Java(J2SE),プラットフォーム",,
JARfile,複数のJavaクラスや、それに関連するメタデータファイル、テキストやイメージファイル、音声ファイルをひとつのファイルに統合した形式です。,"Java(J2SE),file",,
WARfile,JavaベースのWebアプリケーションやコンポーネントを圧縮した形式で、Webサーバ上で動作するものです。,"Java(J2SE),file",,
for文,繰り返し処理を行う際のプログラミングの構文のこと。これだけの回数、繰り返し処理してねという意味。,"Java(J2SE),構文",,
MIN_VALUE(定数),MIN_VALUEは、Javaの各数値ラッパークラス（例：Integer、Long、Double等）で定義されている静的定数です。この定数は、そのデータ型で表現可能な最小の値を表します,Java(J2SE),,
return,Javaのreturnは「処理中のものを中断して返す」のほかには、どのような意味があるのでしょうか。 もう一つの重要な役割として、「呼び出し側に値を返す」という意味もあります。,"Java(J2SE),処理",,
Program（class）の実行,■Program（class）の実行：クラスファイルの中のクラスを読み込んで実行するのがjavaコマンド。拡張子の「.class」は読み込んではいけない。（例）java.xxx,Java(J2SE),,
Comment（注釈）,■Comment（注釈）<br>伝統的コメント:⇒「/* 伝統的コメント +/<br>行末コメント：手短なコメントの記述に便利。//から行末までがコメントになる。,"Java(J2SE),memo",,
プログラムの構造,■プログラムの構造<br>クラス宣言→名前がHelloであるクラスのクラス宣言。<br>クラス名の先頭文字は大文字とするのが原則。<br>※（例）class Hello ｛　mainメソッドの宣言｝,"Java(J2SE),memo",,
プログラムの構成,class クラス名{<br>public static void main(Stirng args[]){<br>処理分<br>  }<br>}■プログラムの構造<br>・Javaのプログラムはクラスの集まり。クラス名とファイル名は合わせる。クラスの内容を{から}の間(ブロック)に書く<br>・処理のまとまりをメソッドと呼び、Javaはmainメソッドから実行される。<br>・処理分は;(セミコロン)で終わる。<br>System.out.println()は、()内のデータを表示する。,"Java(J2SE),文法",,
メソッドとクラス,"■Main.javaファイル<br>class Main {<br>public static void main(String[]args{<br>hello();<br>}<br>public static void hello() {<br>System.out.println(""HelloWorld"");<br>}<br>}<br>■Main.javaを実行すると<br>①mainメソッドが呼ばれる<br>②mainメソッドの中で、helloメソッドが呼ばれる<br>③helloメソッドの中で<br>System.out.println(""Hello World"")<br>が実行される。<br>■Main.javaを実行すると<br>①mainメソッドが呼ばれる<br>②mainメソッドの中で、helloメソッドが呼ばれる<br>③helloメソッドの中で<br>System.out.println(""Hello World"")<br>が実行される。",Java(J2SE),,
impor(インポート処理),importは、他のパッケージのクラスやメソッドを使用する際に使用するキーワードで、クラス名やメソッド名を完全修飾名で指定せずに指定できるようにします。Java(J2SE)のプログラム内で特定のパッケージに入っているクラスを呼び出すために使用されます。,Java(J2SE),,
メイン関数,`public static void main(String[] args)` はJavaプログラムのメイン関数を表します。`public`はどこからでも呼び出せることを意味し、`static`はインスタンス化せずに呼び出すために付けられます。`void`は何も返さないことを示し、`String`は文字列を格納するための型です。`args`は引数名で、コマンドライン引数を受け取る役割を果たします12。,"Java(J2SE),関数",,
コンソール出力,"javaでは、System.out.println(""  "")の標準出力でコンソールにログを出力する。<br>※①Run Javaで、ターミナルに結果が出力される<br>②もしくは、ターミナルで「cd ディレクトリパス」を入力して、『java ファイル名」を入力すれば、""HelloWorld""が出力される。","Java(J2SE),構文",,
for文,"for文の書き方は以下の通りです。<br>初期化式：for文に入ったときに、最初に一回だけ実行される式です。通常は、for文の中で使われる、回数を数える変数の初期化に使われます。<br>条件式：for文の中の処理を、もう一度繰り返すかどうかを判定する式を、こちらに書きます。<br>更新式：for文の中の処理内容を実行した後に、計算される式を記述します。<br>処理：for文の中で繰り返し実行される処理を記述します。<br>以下は、for文の例です。for (int i = 0; i < 10; i++) {System.out.println (i + ""回目のループ処理です。"");}","Java(J2SE),構文",,
int型,//int出力<br>public class iinnt {<br>public static void main(String[] args) {<br>int number = 5+2;<br>System.out.println(number);<br>}<br>},"Java(J2SE),型",,
string型,Javaにおいて文字列を表現するためのクラス<br>String 型は、Javaにおいて文字列を表現するためのクラスであり、文字列はオブジェクトとして扱われます。<br>String クラスは不変オブジェクトであり、一度作成されると変更できません,"Java(J2SE),型",,
boolean型※追加キャンセルフラグ？,Javaのboolean型の使い方<br>boolean型は真 (true) または偽 (false) を表す型で、if文やfor文、while文などで条件分岐やループの制御に利用される。<br>boolean型の変数を宣言してtrueまたはfalseの値を格納できる。<br>例: `boolean isJavaFun = true;`、`boolean isFishTasty = false;`,Java(J2SE),,
Javaファイルのコンパイル,■Javaファイルをコンパイルする<br>Hello.javaを実行するためにコンパイルを行い、実行するためのファイルを作成します。<br>コンパイルの方法は以下です<br>「javac(半角スペース)javaファイル名.java」<br>上記の構文でHello.javaのコンパイルを行います。<br>『javac Hello.java 』<br>コンパイルが成功すると、同じディレクトリ内に「Hello.class」というファイルが作成されており、それがjavaの実行ファイルになる。<br>Javaファイルを実行するためにコンパイル行い、実行するためのファイルを作成する。<br>◎コンパイルの方法<br>①『javac Javaファイル名.java』で<br>②『javac Hello.java』を入力する<br>■Javaの実行をする<br>『java 拡張子無しのファイル名』<br>※『java Hello』<br>⇒ターミナルで「Hello World」と出力される<br>■コンパイルとJavaの実行を一括で行う。※JAVA11以降<br>⇒『java Hello.java」,Java(J2SE),,
"public
※アクセス修飾子",アクセス修飾子の一つで、どこからでもアクセス可能とする修飾子<br>publicはJavaのアクセス修飾子の一つで、どこからでもアクセス可能とする修飾子である。publicなクラス・インタフェースは1つのファイルに1つしか記述できず、拡張子を除くファイル名とクラス・インタフェース名は同じでなければならない。トップレベルクラス（パッケージの直下にある通常のクラス）につけられるアクセス修飾子はpublicだけである。,Java(J2SE),,
FileNotFoundExceptionエラー,java.io.FileNotFoundException: /sss/app/kh/358_1738634724097/SEDB2025020011/Equipment.xls (このパス名のファイルまたは ディレクトリーは存在しません。),Java(J2SE),,
比較演算子,Javaの比較演算子には以下のものがあります:<br>「<」：より小さい<br>「<=」：以下<br>「>」：より大きい<br>「>=」：以上<br>「==」：等しい,Java(J2SE),,
final,Javaクラス変数の修飾子につけるもの。,"Java(J2SE),アクセス修飾子",,
private,現在のクラスからのみアクセス可能なことを示す修飾子,"Java(J2SE),アクセス修飾子",,
var,変数の宣言時にデータ型の記述を省略できる機能,Java(J2SE),,
console.log,JavaScriptの console.log() は、ウェブブラウザの開発者ツール（Developer Tools）のコンソールにメッセージや変数の内容を出力するための基本的な関数です。デバッグや値の確認に欠かせません。<br>⚙️ console.log() の文法<br>基本的な文法は非常にシンプルで、丸括弧 () の中に出力したい情報を記述します。<br>console.log(データ1 [、データ2、 …、 データN]);,"JavaScript,関数",,
const,const は、値を再代入できない定数を宣言するために使われます。,"JavaScript,定数",,
let,let は、値を再代入できる変数を宣言するために使われます。現在のJavaScriptの標準的な変数宣言方法です。,"JavaScript,変数",,
var,var はJavaScriptの初期から存在する古い変数宣言方法です。現代のコーディングでは、予測しやすいスコープを持つ let や const の使用が強く推奨され、var は非推奨とされています。,"JavaScript,非推奨の変数",,
if 文（条件分岐）,if 文は、与えられた条件式（カッコ内の式）を評価し、その結果（true または false）に基づいて、実行するコードのブロックを切り替えます。,"javascript,構文",,
for 文（ループ処理）,for 文は、指定された回数だけ同じ処理を繰り返す際に最も一般的に使われるループ構造です。,"javascript,構文",,
